iter	RMSE
405	0.01619203846
406	0.01618190229
407	0.0161617404
408	0.01613186507
409	0.0160931173
410	0.01605602108
411	0.01603022694
412	0.01600330973
413	0.01597522181
414	0.01594501365
415	0.01592526877
416	0.01589625101
417	0.01587161162
418	0.01584852638
419	0.01581844352
420	0.01579825719
421	0.01577458352
422	0.01574971644
423	0.01571359798
424	0.01567806267
425	0.01564945787
426	0.01563779922
427	0.01562740203
428	0.01560858774
429	0.0155736173
430	0.01555337047
431	0.01553496277
432	0.01551337077
433	0.01547645797
434	0.01543879708
435	0.01541120904
436	0.01538629762
437	0.01535771347
438	0.01532079096
439	0.01529750848
440	0.0152769018
441	0.01526009309
442	0.01524026074
443	0.01519673482
444	0.0151861213
445	0.01516794406
446	0.01513855403
447	0.01511638346
448	0.015087646
449	0.01506073681
450	0.01504198327
451	0.01501869761
452	0.01498432065
453	0.01497081776
454	0.01495008824
455	0.01492134989
456	0.01490306633
457	0.01488201825
458	0.01486174782
459	0.01483786733
460	0.01481976106
461	0.01480307251
462	0.01478056027
463	0.0147583801
464	0.01473829667
465	0.01473024135
466	0.01470613713
467	0.0146911099
468	0.01467009679
469	0.01464205025
470	0.01461955183
471	0.0145981224
472	0.01458694524
473	0.01457546074
474	0.01455367497
475	0.01453499207
476	0.0145182336
477	0.01449241202
478	0.01446408517
479	0.0144454352
480	0.01443778093
481	0.01440746988
482	0.01439972782
483	0.01437499497
484	0.01435417488
485	0.01434126386
486	0.01432599204
487	0.01430984075
488	0.01427125095
489	0.01425589563
490	0.01423561481
491	0.01421339363
492	0.01419386003
493	0.01417326754
494	0.0141538154
495	0.01412866605
496	0.01409631481
497	0.01407842934
498	0.01405441052
499	0.01405207789
500	0.01405037723
501	0.01401597461
502	0.01400471358
503	0.01397342278
504	0.01395316476
505	0.01393317369
506	0.0139148386
507	0.01389319386
508	0.01388702897
509	0.01388380255
510	0.01385729303
511	0.01383706102
512	0.013828271
513	0.01381365839
514	0.01378578704
515	0.01376326776
516	0.01374448303
517	0.01370708985
518	0.01368906262
519	0.01366570277
520	0.01364939414
521	0.01363900847
522	0.01361726089
523	0.0135934156
524	0.01356603595
525	0.01354530872
526	0.01351147424
527	0.01349221848
528	0.01348139091
529	0.01345703841
530	0.01342941971
531	0.01341381955
532	0.01339098597
533	0.01336251694
534	0.01334354171
535	0.01334040836
536	0.0133228932
537	0.01330031208
538	0.01327016268
539	0.01324121116
540	0.01322414509
541	0.01320419682
542	0.01318935104
543	0.01317668965
544	0.01315813887
545	0.0131525881
546	0.01313597193
547	0.01312449988
548	0.01310768308
549	0.01308753117
550	0.01306455674
551	0.0130437607
552	0.01302577937
553	0.01301370685
554	0.01299239738
555	0.01298330734
556	0.01296921529
557	0.01296084269
558	0.01293925691
559	0.01292962968
560	0.01291844106
561	0.01289882701
562	0.01288599057
563	0.0128663412
564	0.01284360662
565	0.012819884
566	0.01279484109
567	0.01277399232
568	0.01275744778
569	0.01272683604
570	0.01272164718
571	0.01271122633
572	0.01268400696
573	0.01267042209
574	0.01265312752
575	0.01263581116
576	0.01261336203
577	0.01259387024
578	0.01257106466
579	0.01255914125
580	0.01254432635
581	0.01252566734
582	0.01250797022
583	0.012488348
584	0.01247341379
585	0.01245791835
586	0.01244117467
587	0.01243115423
588	0.01240065529
589	0.01238089616
590	0.01236444455
591	0.01234626976
592	0.01233141789
593	0.01231438633
594	0.01230324208
595	0.01229119347
596	0.01228492275
597	0.01225847673
598	0.01224270638
599	0.0122315996
600	0.01221809705
601	0.01220953538
602	0.01220540632
603	0.01219339008
604	0.01217195781
605	0.01216947929
606	0.01215842974
607	0.01213999614
608	0.0121217259
609	0.0121030047
610	0.01208925443
611	0.01206067602
612	0.01203634906
613	0.01202024005
614	0.01200914711
615	0.01199626479
616	0.01198276163
617	0.0119743454
618	0.01195985437
619	0.01193133849
620	0.01191791052
621	0.01189873677
622	0.01188582435
623	0.01186876589
624	0.01186418007
625	0.0118453129
626	0.01183095123
627	0.01181201223
628	0.01179863948
629	0.01176950207
630	0.01175973344
631	0.01174199291
632	0.01172267087
633	0.01169652032
634	0.0116810122
635	0.01167397074
636	0.01164991873
637	0.01162951031
638	0.01161432995
639	0.01159062706
640	0.01157782496
641	0.01156383143
642	0.01155091029
643	0.01153616407
644	0.01152442909
645	0.01152230126
646	0.01150742859
647	0.01148419673
648	0.01146423529
649	0.01144183372
650	0.01142898351
651	0.01140849406
652	0.01140422799
653	0.01138626282
654	0.01136904502
655	0.01135186193
656	0.01133985184
657	0.01132812641
658	0.01131386554
659	0.0112998025
660	0.01129780805
661	0.01128300483
662	0.01127344393
663	0.01126261198
664	0.01124695908
665	0.01122853232
666	0.01121804558
667	0.01121161518
668	0.01119039091
669	0.01117059846
670	0.01115628874
671	0.01114352463
672	0.01113206855
673	0.01111639572
674	0.01108963681
675	0.01106710073
676	0.01105073973
677	0.01103757593
678	0.01102210193
679	0.01101456173
680	0.01100941941
681	0.01099772211
682	0.01098420114
683	0.01095942655
684	0.01094709764
685	0.01093225245
686	0.01091596058
687	0.01089810008
688	0.01088761198
689	0.01087308315
690	0.01086179795
691	0.01084684233
692	0.0108306919
693	0.01082297525
694	0.01081683811
695	0.01080722267
696	0.01079519048
697	0.0107789812
698	0.01076760536
699	0.01075116893
700	0.01073374306
701	0.01072972082
702	0.01071248743
703	0.0107012363
704	0.01068320866
705	0.01065969737
706	0.01065575453
707	0.01063910363
708	0.01061958454
709	0.01059658923
710	0.0105738394
711	0.01055316832
712	0.01053299216
713	0.01051621066
714	0.01049601739
715	0.01049430092
716	0.01047761946
717	0.0104637014
718	0.01045078173
719	0.01044485176
720	0.01044113002
721	0.01042477516
722	0.01041682253
723	0.01041043998
724	0.01039899013
725	0.01039236798
726	0.0103760152
727	0.01034818985
728	0.01033592924
729	0.01033368327
730	0.01031709743
731	0.01030499888
732	0.01029431186
733	0.0102799344
734	0.01026405755
735	0.010249594
736	0.01024539773
737	0.01023289288
738	0.01021952178
739	0.01020899927
740	0.01019738335
741	0.01018428363
742	0.0101678025
743	0.01015188439
744	0.01014239905
745	0.01013307576
746	0.0101288693
747	0.01011975787
748	0.01011229185
749	0.01010647676
750	0.01009637409
751	0.01008150949
752	0.01006126392
753	0.01004023199
754	0.01003023995
755	0.01001875226
756	0.01001221856
757	0.01000110101
758	0.009998356957
759	0.009976578234
760	0.009974605603
761	0.009965265087
762	0.009949243866
763	0.009938398603
764	0.009917408527
765	0.009907214662
766	0.009896138413
767	0.009885069003
768	0.009864922558
769	0.009855329777
770	0.009838688331
771	0.009820408409
772	0.009801402546
773	0.00978888612
774	0.009788256151
775	0.009773513888
776	0.009756543542
777	0.0097519458
778	0.009741746899
779	0.009730554093
780	0.009710653482
781	0.009700122712
782	0.009690411144
783	0.009674469465
784	0.009660604944
785	0.00965007275
786	0.009647600259
787	0.009633567589
788	0.009617238193
789	0.00960031275
790	0.009599173285
791	0.009586309147
792	0.009572517764
793	0.009557197549
794	0.009548171132
795	0.009540137862
796	0.00952878842
797	0.009512943694
798	0.009493658308
799	0.009487290838
800	0.00947443514
801	0.009463827685
802	0.009455476755
803	0.009443264073
804	0.009431495611
805	0.009426423878
806	0.009425763622
807	0.009403767811
808	0.009390345314
809	0.009382600884
810	0.009368624352
811	0.009355351685
812	0.009343204944
813	0.009323346622
814	0.009309001299
815	0.009295167368
816	0.009285280471
817	0.009272093092
818	0.009253715034
819	0.009240927952
820	0.009235408007
821	0.009224403096
822	0.009208111923
823	0.00919982391
824	0.009189563477
825	0.009178602314
826	0.00917525624
827	0.009161856387
828	0.009145460933
829	0.009135677333
830	0.009122472973
831	0.009103906742
832	0.009096915763
833	0.009088603033
834	0.009075606682
835	0.009065632563
836	0.009048664827
837	0.009039625086
838	0.009028430317
839	0.009018066805
840	0.009005876345
841	0.008990683365
842	0.008980446007
843	0.008969589554
844	0.008959331825
845	0.008949539414
846	0.008944204073
847	0.008937006258
848	0.008924932417
849	0.008912989953
850	0.008903269247
851	0.00888384755
852	0.008876473835
853	0.008864094022
854	0.008863525312
855	0.008852143908
856	0.008851118868
857	0.008850485481
858	0.008833319177
859	0.008829883547
860	0.008820996058
861	0.008810395178
862	0.008801820553
863	0.008788592647
864	0.008771801447
865	0.00877098466
866	0.00876323068
867	0.008756165269
868	0.008743682207
869	0.008734932871
870	0.008729180059
871	0.008719468515
872	0.008703326731
873	0.008700813839
874	0.008695614169
875	0.008682653316
876	0.008673982321
877	0.008665740787
878	0.008658531802
879	0.008655582192
880	0.008645215168
881	0.008637403619
882	0.00863584832
883	0.008624928274
884	0.00862411378
885	0.008613698089
886	0.008603291593
887	0.00858776105
888	0.008573689074
889	0.008562525942
890	0.008549738163
891	0.008541789622
892	0.00853204726
893	0.008524587099
894	0.008513841949
895	0.008502190761
896	0.008489754027
897	0.008476245407
898	0.008468625804
899	0.00846090664
900	0.008450783973
901	0.00844445003
902	0.008437148855
903	0.008429982541
904	0.008414183725
905	0.008406263041
906	0.008392534141
907	0.008385350808
908	0.00838469961
909	0.008369673291
910	0.008361476292
911	0.008346166329
912	0.008338797108
913	0.008328126325
914	0.008319052694
915	0.008315277115
916	0.008312398158
917	0.008299731538
918	0.00829256179
919	0.008287297626
920	0.008286527291
921	0.008276957922
922	0.00826632371
923	0.008265550303
924	0.008261374821
925	0.008244548528
926	0.008240027042
927	0.008227082443
928	0.008222344521
929	0.008213341564
930	0.008202624096
931	0.008190879077
932	0.008190038882
933	0.008187290445
934	0.008186672228
935	0.008174372439
936	0.008173878316
937	0.008163500432
938	0.00816277335
939	0.008152337672
940	0.008143105275
941	0.008134150542
942	0.008123409295
943	0.008118694384
944	0.008112319086
945	0.008103554065
946	0.008093759216
947	0.008084101475
948	0.008075838592
949	0.008065650761
950	0.008056147084
951	0.00804947676
952	0.008037309971
953	0.008032031082
954	0.008019999334
955	0.008007168522
956	0.007996793567
957	0.007996212615
958	0.007988902875
959	0.007975609303
960	0.007967265193
961	0.007960783241
962	0.00795189673
963	0.007945533165
964	0.007944709069
965	0.007929102867
966	0.007923328652
967	0.00791588503
968	0.007906875959
969	0.00789419389
970	0.007882595915
971	0.007875929318
972	0.007870565782
973	0.007856532404
974	0.007847181944
975	0.007839698737
976	0.007831809928
977	0.007821871173
978	0.007815584393
979	0.007803609932
980	0.007792265711
981	0.007778292119
982	0.007764731756
983	0.007753332598
984	0.007745608436
985	0.007733825393
986	0.007728242175
987	0.007717230928
988	0.007709856065
989	0.007706885119
990	0.007700788829
991	0.007692309289
992	0.007685815113
993	0.007680313455
994	0.007673556437
995	0.007660031617
996	0.007654565369
997	0.007643844055
998	0.007633456963
999	0.007628869718
