iter	RMSE
0	0.1067693054
1	0.1038211221
2	0.1013268342
3	0.09874297397
4	0.09624658006
5	0.09382115816
6	0.09154378704
7	0.08939972293
8	0.08734712663
9	0.08542185833
10	0.08331869862
11	0.08120575028
12	0.07917733052
13	0.07752598108
14	0.0757839284
15	0.07398756268
16	0.07229895801
17	0.07081289418
18	0.06921972665
19	0.06775112625
20	0.06634547215
21	0.06504448619
22	0.06394771788
23	0.06275706798
24	0.06157849866
25	0.06058020384
26	0.05956171064
27	0.05845233387
28	0.05748858263
29	0.05650077709
30	0.05563285528
31	0.05483198004
32	0.05409137541
33	0.05329802404
34	0.05238854824
35	0.05164543117
36	0.05094630022
37	0.05009921218
38	0.04944764563
39	0.04885623395
40	0.04824894903
41	0.04770582379
42	0.04707253039
43	0.0463703497
44	0.04583171317
45	0.04529575587
46	0.044739778
47	0.0441823022
48	0.04365855088
49	0.04315593327
50	0.04271404923
51	0.04226993366
52	0.04184726362
53	0.0413649779
54	0.04091689917
55	0.0404284355
56	0.03996489337
57	0.03968741723
58	0.03925274218
59	0.03880147245
60	0.03850216914
61	0.03819971067
62	0.03786929069
63	0.03755130892
64	0.03725889003
65	0.03703694083
66	0.03678679226
67	0.03649700277
68	0.03616272326
69	0.03589441025
70	0.03555536264
71	0.03530194832
72	0.03504644573
73	0.03477576072
74	0.03458256567
75	0.03434527249
76	0.03413702353
77	0.03394280971
78	0.03372085809
79	0.03352639146
80	0.03333064114
81	0.03311147417
82	0.03293358394
83	0.03282189478
84	0.03269567486
85	0.03249886826
86	0.03231184636
87	0.0321364508
88	0.03193863165
89	0.03175530032
90	0.03159102112
91	0.03143892686
92	0.03131479141
93	0.03116486548
94	0.03095600661
95	0.03081433773
96	0.030610734
97	0.03044923508
98	0.03034434474
99	0.03024170913
100	0.03013481876
101	0.02996926276
102	0.02984624197
103	0.02973153136
104	0.02957931675
105	0.02945159777
106	0.02931335834
107	0.02920457542
108	0.02906561197
109	0.02896702715
110	0.02887953146
111	0.02875795494
112	0.02867312551
113	0.02853949955
114	0.02842395233
115	0.02832718769
116	0.02826293167
117	0.0281657096
118	0.02805185199
119	0.0279426116
120	0.02779775756
121	0.02768483866
122	0.02759312365
123	0.02747313439
124	0.02738601088
125	0.0272922667
126	0.0272083697
127	0.02713492823
128	0.02708948282
129	0.02700759161
130	0.0269494841
131	0.02687622661
132	0.0267594333
133	0.02669521926
134	0.02667066903
135	0.02658704233
136	0.02650694835
137	0.02642374966
138	0.0263895124
139	0.02627907109
140	0.02618067211
141	0.02611166061
142	0.02602898182
143	0.02596055499
144	0.02593749392
145	0.02586429275
146	0.02577605716
147	0.02569312154
148	0.02559457596
149	0.02549595447
150	0.02539293314
151	0.02531701333
152	0.0252808832
153	0.02520627204
154	0.02512409066
155	0.02510299524
156	0.02507023933
157	0.02503587901
158	0.02498955523
159	0.02493348391
160	0.02486263541
161	0.02480828923
162	0.02477288643
163	0.02472727305
164	0.02467162337
165	0.02463584719
166	0.02460920756
167	0.02458691029
168	0.02453328364
169	0.02451798621
170	0.024461337
171	0.02440747144
172	0.02434826924
173	0.02427556475
174	0.02426118576
175	0.02418716304
176	0.02417103362
177	0.02410926292
178	0.0240435829
179	0.02402910851
180	0.02399054457
181	0.02393466158
182	0.02385725691
183	0.02380979156
184	0.02374582225
185	0.0237029745
186	0.02368904542
187	0.02366900376
188	0.02361642086
189	0.02357113914
190	0.02353170797
191	0.02351858366
192	0.02349915918
193	0.02344177714
194	0.02339396102
195	0.02332108274
196	0.02328269458
197	0.02322864969
198	0.02317028087
199	0.02311474162
200	0.02308519322
201	0.02302794777
202	0.02301320841
203	0.02294671155
204	0.02287910898
205	0.02280644975
206	0.02279492844
207	0.0227636812
208	0.02272401823
209	0.0226988147
210	0.02265831338
211	0.02260563749
212	0.02256306919
213	0.02251618354
214	0.02250579742
215	0.02246652091
216	0.02241169836
217	0.0223661281
218	0.02233481395
219	0.02229882853
220	0.02228647148
221	0.02227676269
222	0.02223145425
223	0.02217286699
224	0.02211304994
225	0.02207858428
226	0.02206757064
227	0.02202559395
228	0.02196635239
229	0.02193450737
230	0.02190550602
231	0.0218953989
232	0.02183667916
233	0.02177830842
234	0.02176378463
235	0.02170455018
236	0.02169146123
237	0.0216362064
238	0.02157814034
239	0.02152720148
240	0.02150919091
241	0.02147142668
242	0.02141834839
243	0.02140405589
244	0.02136456163
245	0.02132065768
246	0.02125937089
247	0.02118324257
248	0.02113377284
249	0.02109082123
250	0.02101614901
251	0.02098272187
252	0.02093000066
253	0.02089997361
254	0.02086069781
255	0.02085298823
256	0.02084617761
257	0.02078252045
258	0.02074342091
259	0.02071959224
260	0.02066338395
261	0.02061400885
262	0.02056309623
263	0.02050033764
264	0.02045626738
265	0.02040791357
266	0.02036551699
267	0.02032235036
268	0.02027724006
269	0.02027110564
270	0.02023730818
271	0.02019499904
272	0.02014636082
273	0.02011577883
274	0.02007965609
275	0.02003848097
276	0.02001329957
277	0.01996518215
278	0.01991457986
279	0.01988660864
280	0.01985296152
281	0.01982370366
282	0.01977980772
283	0.01972929194
284	0.01967817689
285	0.01963465036
286	0.01963100366
287	0.01961575738
288	0.01957890809
289	0.01954707379
290	0.01952753841
291	0.01951580121
292	0.01945789837
293	0.01945344362
294	0.01940614917
295	0.01940242993
296	0.01934549786
297	0.01930720108
298	0.01927242616
299	0.0192350906
300	0.01920242354
301	0.01916144037
302	0.01911598172
303	0.01911266999
304	0.01910871668
305	0.01906954168
306	0.01902678533
307	0.0189808641
308	0.01894064996
309	0.01889617741
310	0.01886584198
311	0.01884831608
312	0.01880636321
313	0.01880330813
314	0.01875026934
315	0.01871760994
316	0.01868531388
317	0.01865757486
318	0.01865451576
319	0.01865160434
320	0.0186149731
321	0.01857429297
322	0.01854406047
323	0.01850490823
324	0.0184711003
325	0.01845309383
326	0.01841642828
327	0.01836571145
328	0.01836136111
329	0.01832833085
330	0.01829135621
331	0.01825097901
332	0.01820201054
333	0.01814969053
334	0.01812199699
335	0.01811824887
336	0.01808882759
337	0.01804982925
338	0.01800500967
339	0.01798038226
340	0.01794382404
341	0.01792161178
342	0.01789543284
343	0.01785293384
344	0.0178387298
345	0.01781047752
346	0.01778922812
347	0.01775592238
348	0.01772415522
349	0.01772144157
350	0.01768462173
351	0.01765220303
352	0.01762076541
353	0.01758477676
354	0.01755575253
355	0.01755288031
356	0.01753287271
357	0.01750863868
358	0.01747677474
359	0.01743206969
360	0.01739783343
361	0.0173624316
362	0.01734260737
363	0.01731069189
364	0.01728111789
365	0.01725805716
366	0.01722919242
367	0.01722334978
368	0.01719618244
369	0.01716506857
370	0.01713328618
371	0.01710199134
372	0.01707583711
373	0.01703792471
374	0.01700431742
375	0.0169726655
376	0.01694335167
377	0.01694112723
378	0.01691819096
379	0.0168877186
380	0.01685792391
381	0.01683923549
382	0.01681241728
383	0.01677715101
384	0.0167405392
385	0.01670727452
386	0.01665935581
387	0.01663899626
388	0.01661022229
389	0.01660829254
390	0.01657959461
391	0.0165747964
392	0.01655160563
393	0.01654073217
394	0.01651397019
395	0.01648404581
396	0.01645928687
397	0.01642257908
398	0.01639700085
399	0.01636686661
400	0.01633817253
401	0.01631008614
402	0.01628211598
403	0.01625204963
404	0.01623759151
